id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
20511903,Ivy | Donne Place | Pro-Managed,10961046,Ivy,,Kensington and Chelsea,51.49464,-0.16641,Entire home/apt,462,5,5,2021-07-31,0.14,67,257,1,
20515941,GREAT double room in a spacious townhouse,146469405,Alexander,,Wandsworth,51.46509,-0.1548,Private room,21,3,1,2017-09-08,0.02,1,0,0,
20669304,Apartment in leafy Hampstead,142485163,Josu,,Camden,51.55753,-0.18626,Private room,200,14,2,2017-09-29,0.04,1,83,0,
20792535,Cosy private bedroom in trendy Stoke Newington,44846440,Simone,,Hackney,51.55753,-0.08625,Private room,36,3,0,,,1,0,0,
20797744,Riverview Room in one bedroom apartment,149100268,Marzena,,Wandsworth,51.47002,-0.17664,Private room,100,3,0,,,1,0,0,
20844051,Double room on Brick Lane,22159377,Amelia,,Tower Hamlets,51.51732,-0.07204,Private room,60,6,69,2020-03-15,1.36,2,0,0,
20950129,"London City Centre, 4 Bedrooms with Amazing Views!",6875353,Nathan,,Tower Hamlets,51.51644,-0.07319,Entire home/apt,239,2,35,2019-11-21,0.7,8,0,0,
21131581,LUXURY in Central London - Marylebone & Selfridges,63620122,Kaisar,,Westminster,51.51414,-0.15013,Entire home/apt,265,8,9,2021-09-14,0.24,2,50,3,
21277033,"2 bed flat, shepherds bush, london",114327438,Sarah,,Hammersmith and Fulham,51.50363,-0.21743,Entire home/apt,88,1,2,2017-10-22,0.04,1,0,0,
21317696,Elegant 3 Bed 4 Bath South Kensington Home,150125438,Tom,,Kensington and Chelsea,51.49513,-0.18016,Entire home/apt,339,2,88,2021-11-21,1.9,3,327,41,
21348750,All the comforts of home,1724530,Samuel,,Hammersmith and Fulham,51.48051,-0.20521,Entire home/apt,237,1,6,2019-06-19,0.12,1,0,0,
21448170,Lovely Double Room in shared Multicultural Home,146721472,Sue,,Havering,51.60066,0.16456,Private room,39,1,13,2020-10-31,0.26,2,158,0,
21475119,Bargain Central London Apartment With Doorman,155890959,Alessio,,Westminster,51.51474,-0.16428,Entire home/apt,150,3,20,2020-03-14,0.42,1,89,0,
21640133,Instagram Favorite West End Family & Friends Townhouse,255675,Peter And Jenny,,Westminster,51.51326,-0.18645,Entire home/apt,553,3,45,2021-10-20,0.92,3,54,3,
21725560,Pleasant Earl's Court Apartment near Hyde Park,105564995,UnderTheDoormat,,Kensington and Chelsea,51.48885,-0.19129,Entire home/apt,161,1,6,2021-10-16,0.21,45,16,2,
21744572,Beautiful Flat for a couple. Hyde Park - London,10501932,Jorge,,Westminster,51.51455,-0.16505,Entire home/apt,112,3,4,2018-06-04,0.08,1,0,0,
21780105,"Lovely twin/double room in spacious house,  London",46838828,Anne,,Hackney,51.57022,-0.08015,Private room,55,3,9,2020-02-28,0.19,1,365,0,
21812186,Beautiful Private Double Room- Shoreditch/Hackney,48939773,Alicia,,Tower Hamlets,51.53389,-0.05426,Entire home/apt,102,2,0,,,2,0,0,
21815208,🌇 Exclusive Apartment Central London for VIPS ✈️,155268280,Amy,,Southwark,51.50309,-0.09869,Entire home/apt,215,2,83,2021-12-06,1.68,6,70,24,
21832694,Modern 2 bedroom house near Parliament/ London Eye,16453696,Sarah,,Lambeth,51.49342,-0.10513,Entire home/apt,203,5,119,2021-11-27,2.49,1,281,20,
21945480,(5) Elegant 1 Bed in Canary Wharf w/ River Views,157242965,Sandy And Juan,,Tower Hamlets,51.49752,-0.01853,Entire home/apt,125,2,27,2019-01-27,0.55,24,286,0,
21998186,Modern Flat in the Heart of Shoreditch Triangle,10586615,Daniel,,Hackney,51.5273,-0.07877,Private room,30,2,2,2017-12-16,0.04,1,0,0,
22095286,Luxury 7th floor family flat with Chelsea views,42653212,Nell Gwynn Chelsea Accommodation,,Kensington and Chelsea,51.4915,-0.1654,Hotel room,189,3,2,2020-01-03,0.07,45,295,0,
22190477,"Victorian, stylish 1 bed flat in heart of Hackney",13000646,Charlotte,,Hackney,51.55159,-0.04786,Entire home/apt,81,2,7,2021-11-28,0.15,1,0,6,
22256511,Modern flat with views of London skyline,162580987,Irene,,Hackney,51.54602,-0.07345,Entire home/apt,65,1,4,2018-02-16,0.08,1,0,0,
22258923,Double Ensuite - 'home away from home',150858953,Melvin,,Greenwich,51.48755,0.09966,Private room,30,3,61,2021-12-06,1.31,3,9,7,
22316019,Cozy room,125550588,Maru,,Tower Hamlets,51.52113,-0.05521,Private room,33,1,2,2018-01-14,0.04,1,0,0,
22335762,Huge Glamorous Penthouse with Stunning Olympic Park Views,5218685,Raf,,Newham,51.54667,-0.01349,Entire home/apt,455,3,68,2021-09-27,1.42,7,342,7,
22389057,Private room 35 mins bus ride to Central London,5852629,Ashkan,,Barnet,51.56911,-0.2185,Hotel room,25,3,92,2020-03-09,1.92,3,0,0,
22459490,"Stylish, high spec 2 bed house. Kings X 20mins.",2689849,Matt,,Haringey,51.59026,-0.07799,Entire home/apt,150,1,0,,,3,72,0,
22482444,Double room in Battersea,505450,Abs,,Wandsworth,51.47306,-0.15097,Private room,30,1,0,,,1,0,0,
22500232,Paddington 3 Bed 2 Bath A/C Apartment 440,104125563,Danny,,Westminster,51.52015,-0.17624,Entire home/apt,250,28,1,2018-01-02,0.02,20,337,0,
22525701,Stylish room 2 minutes away from Old Street tube,34166084,Clara,,Hackney,51.52882,-0.08878,Private room,32,1,1,2018-01-14,0.02,1,0,0,
22632260,Bright and quiet double bedroom in East London,18089115,Alessandro,,Tower Hamlets,51.52813,-0.06927,Private room,53,1,3,2019-01-23,0.06,1,0,0,
22760964,Poplar Grove by onefinestay,156158778,Onefinestay,,Hammersmith and Fulham,51.50142,-0.2239,Entire home/apt,1109,5,0,,,103,9,0,
22779149,Beautiful 1 Bed Notting Hill Flat Near Tube,19175261,Nathalie,,Kensington and Chelsea,51.51666,-0.21171,Entire home/apt,110,3,19,2020-01-02,0.41,1,0,0,
22903218,Light and spacious period home with garden,151066238,Chloe,,Southwark,51.4795,-0.10435,Entire home/apt,159,3,12,2020-09-18,0.26,1,0,0,
22998262,Spacious & bright 2 bedroom with mezz and balcony,15222102,Francesco,,Southwark,51.50054,-0.07472,Entire home/apt,98,3,2,2018-09-30,0.05,2,0,0,
23127458,"Extra Large Room, kid/pet friendly, cordial owner",58134938,Tati,,Richmond upon Thames,51.46369,-0.2713,Private room,40,1,12,2019-07-07,0.29,1,65,0,
23227018,"HAGGERSTON HIDEOUT Vivid Retro Pad w/Piano,Terrace",9932633,Helen,,Hackney,51.53686,-0.07102,Entire home/apt,103,2,43,2019-01-04,0.93,1,0,0,
23261330,"4 bed house with garden, 30 mins to central London",33889201,Veeve,,Lambeth,51.43942,-0.10791,Entire home/apt,380,1,1,2019-12-26,0.04,845,0,0,
23279657,spacious sunny 3 bedroom flat in central london,6509147,Louise,,Islington,51.55464,-0.09115,Entire home/apt,120,4,3,2018-08-16,0.07,1,0,0,
23288888,Brand New 1 Bedroom Apartment Hyde Park,135183031,Karim,,Westminster,51.51591,-0.16474,Entire home/apt,235,7,29,2020-03-02,0.63,9,320,0,
23301778,Ideal 4BR with gorgeous garden in Highbury (Veeve),137094377,Veeve,,Islington,51.55965,-0.09623,Entire home/apt,303,4,0,,,250,0,0,
23318482,Fantastic 2 Double Bedroom Flat in Queensway,11145311,Mark,,Westminster,51.51174,-0.18609,Entire home/apt,100,1,0,,,1,0,0,
23340313,Stunning Mayfair 3 Bed £8 million AC Free WiFi,31066062,Robert,,Westminster,51.50936,-0.1407,Entire home/apt,545,3,31,2021-11-08,0.69,8,191,8,
23463005,"3 Bed house, Knightsbridge",137094377,Veeve,,Kensington and Chelsea,51.49368,-0.16625,Entire home/apt,690,3,0,,,250,0,0,
23674020,Lovely flat in Chelsea,145651109,Emilia,,Kensington and Chelsea,51.48224,-0.18483,Private room,45,2,1,2018-08-06,0.02,1,71,0,
23708766,"Private room in artist's flat, West London",8155901,James,,Hammersmith and Fulham,51.49992,-0.24132,Private room,40,1,63,2021-12-07,1.41,2,73,2,
23761279,Pet Lovers’ Home-Small Ensuite Double Nx Hyde Park,178208748,Sophie,,Westminster,51.51118,-0.18007,Private room,49,3,50,2020-01-03,1.1,1,0,0,
23893567,One Bed Flat with Balcony + River Views SE16,61947020,Beth,,Southwark,51.50451,-0.04596,Entire home/apt,41,2,21,2020-08-25,0.58,1,0,0,
23989054,Double bedroom,111285452,Colin,,Hounslow,51.47331,-0.38685,Private room,35,1,1,2018-08-16,0.02,3,178,0,
24261746,Lovely one bed flat near West Hampstead,73255982,Charlotte,,Camden,51.55434,-0.20887,Entire home/apt,95,7,0,,,1,342,0,
24333408,HYDE PARK APARTMENT,73564667,Gianni,,Westminster,51.51368,-0.18496,Entire home/apt,259,2,17,2020-01-25,0.47,5,99,0,
24344920,Cosy Home,99158393,Anita,,Camden,51.54752,-0.2016,Shared room,35,2,1,2018-04-20,0.02,1,358,0,
24385110,"Charming 2BR in the heart of Marylebone, by Veeve",33889201,Veeve,,Westminster,51.52099,-0.16131,Entire home/apt,507,1,2,2019-01-02,0.05,845,0,0,
24543063,Heath Park Court,23670324,Cheng,,Havering,51.5767,0.19495,Private room,26,1,4,2019-04-30,0.09,1,0,0,
24735277,Central London apartment near holborn,186993140,Bin,,Camden,51.52009,-0.11092,Entire home/apt,150,1,9,2018-10-18,0.21,2,0,0,
24787100,Studio for 2 close to Euston Station,43754868,Silvia,,Camden,51.52948,-0.13377,Entire home/apt,81,3,9,2020-03-12,0.22,26,1,0,
24809567,"CAMDEN. Cozy, cute & bright double room!!",178932506,Marta,,Camden,51.53371,-0.13587,Private room,28,120,10,2018-07-09,0.23,2,0,0,
24877223,Room in family home in Ealing Broadway double bed,61358110,Ruth& Alex,,Ealing,51.51443,-0.29931,Private room,31,2,19,2019-05-11,0.44,3,0,0,
24880026,Chelsea Green entire 1 bedroom flat self contained,188094740,Lucinda,,Kensington and Chelsea,51.49147,-0.1711,Entire home/apt,135,1,110,2021-12-05,2.54,1,340,11,
24982535,Leyton East London Room with a view - 1 guest,24514995,Lanka,,Waltham Forest,51.56413,-0.00418,Private room,18,7,4,2021-05-13,0.09,2,32,1,
25129647,"Four Bed Central London, Camden Town",189928876,Robert,,Camden,51.53929,-0.14223,Entire home/apt,160,2,0,,,1,0,0,
25182929,Modern 1 Bed Flat - East Putney-10 mins to Station,12173037,Harrison,,Wandsworth,51.45839,-0.20149,Entire home/apt,60,3,2,2018-06-23,0.05,2,0,0,
25224522,Modern apartment 12 minutes to Buckinham Palace.,163893089,Antonio,,Wandsworth,51.46638,-0.16695,Entire home/apt,158,2,27,2020-02-20,0.63,1,0,0,
25244543,Immaculate 2 Bed/2 Bath House in West Hampstead,190241049,Mumtaz,,Camden,51.54842,-0.19361,Entire home/apt,173,2,3,2019-03-03,0.07,1,0,0,
25356409,Approachable,191478917,Francis,,Merton,51.40995,-0.22624,Private room,50,2,7,2019-05-30,0.17,1,0,0,
25408064,Golden rm Twickenham DBL bed -shared bath,190631178,Daisy,,Hounslow,51.46173,-0.33548,Private room,35,2,10,2019-05-05,0.24,3,0,0,
25479979,Double Bedroom in lovely green Forest Hill,192307322,Joseph,,Lewisham,51.44294,-0.05842,Private room,40,2,4,2018-08-25,0.09,1,0,0,
25537616,Westminster Cathedral | Central Quiet Apartment,10548134,David,,Westminster,51.49642,-0.13787,Entire home/apt,120,4,18,2020-02-10,0.46,25,0,0,
25725042,Luxury modern house in heart of London,100421202,Vijay,,Ealing,51.51642,-0.25801,Entire home/apt,210,10,5,2019-08-19,0.12,1,0,0,
25942988,"3 bedroom (sleeps 6) family home, Nunhead/Peckham",37709804,Sam,,Southwark,51.46937,-0.05646,Entire home/apt,140,4,13,2020-01-03,0.31,2,333,0,
26120791,Spacious Balcony Room - 15m to Winter Wonderland!,73163546,Abbie,,Westminster,51.53076,-0.18641,Private room,50,22,53,2021-07-24,1.26,5,46,5,
26354132,Lower Sloane Street,81821090,Charles,,Kensington and Chelsea,51.49008,-0.15568,Entire home/apt,150,4,35,2019-08-26,0.85,1,0,0,
26404344,Lovely 2 Bedroom Flat in Clapham,198384768,Margolyes,,Lambeth,51.46549,-0.14593,Entire home/apt,100,2,0,,,1,0,0,
26407488,2 bedroom with 2 single rooms - heart of the city,198568388,Byng Place,,Camden,51.52313,-0.13153,Entire home/apt,223,1,2,2020-11-02,0.07,12,106,0,
26702218,"Comfy home with balcony, excellent location.",156709136,Leyla,,Islington,51.55865,-0.09266,Private room,50,2,11,2019-08-09,0.27,1,1,0,
26711277,Modern Family home in South East London - Nunhead,221008,Maru,,Southwark,51.46465,-0.05586,Entire home/apt,90,2,12,2020-02-23,0.31,1,0,0,
26866117,"Tower Bridge 3 mins, Modern Double Room with View",201387646,Pei Hsuan,,Southwark,51.50374,-0.08046,Private room,60,1,0,,,2,0,0,
26938013,Lovely 3 bed garden flat-short trip to Kings Cross,37408855,Presley,,Islington,51.54038,-0.12015,Entire home/apt,106,2,2,2018-08-26,0.05,2,0,0,
27050023,Sunny Secret Garden Large London One Bedroom,23234040,Home Host,,Lambeth,51.46155,-0.12459,Entire home/apt,89,3,3,2018-12-22,0.07,51,0,0,
27057852,Spacious twin room in a welcoming family home,106603030,Devika,,Sutton,51.37627,-0.19227,Private room,80,2,0,,,2,177,0,
27126686,"Cozy flat in Victoria Park, E9",77488527,Aisha,,Hackney,51.54498,-0.03632,Private room,157,10,0,,,1,0,0,
27397602,1 Bed Flat - 2 mins to Station + 100MB Wi-Fi,51835291,Nasir,,Barking and Dagenham,51.54173,0.08438,Private room,47,5,20,2020-12-31,0.5,5,52,1,
27561753,Stunning 3 Bed Apartment on Portobello Road,81930430,Pushaun,,Kensington and Chelsea,51.51893,-0.20706,Entire home/apt,171,2,24,2019-04-14,0.6,2,0,0,
27570612,Prime Location: Stunning Lovely 1 Bed Flat Belsize,207971046,Elise,,Camden,51.54906,-0.1653,Entire home/apt,107,3,36,2021-06-08,0.92,1,354,7,
27581736,London Chic Double Room By Wembley Stadium,91018982,Jane,,Brent,51.55973,-0.27601,Private room,69,1,3,2019-07-21,0.07,2,168,0,
27598487,Double room with large desk in lovely Hackney,206095491,Alesia,,Hackney,51.55266,-0.04916,Private room,29,1,88,2021-11-21,2.2,6,82,14,
27656489,Room in artistic Warehouse free parking,152238977,Claire,,Haringey,51.57536,-0.09085,Private room,70,1,0,,,1,0,0,
27672320,Stylish Flat with High-End Accents in Hip Hackney,6496079,Robert,,Hackney,51.54369,-0.02743,Entire home/apt,131,2,4,2021-12-05,1.13,1,128,4,
27699063,London -nice private room in friendly quiet house,81114248,Paul,,Brent,51.54978,-0.22458,Private room,49,2,49,2021-09-03,1.25,1,0,3,
27744116,"Splendid, Design 1 Bed apt in Hampstead",15348787,Arielle,,Camden,51.55362,-0.17312,Entire home/apt,167,2,51,2021-11-28,1.31,2,158,13,
27808094,Spacious Brick Lane Apartment,53257730,Nick,,Tower Hamlets,51.52374,-0.06716,Entire home/apt,163,2,46,2021-11-14,1.15,1,23,3,
27849322,Double room in Anerley- females only,65695409,Ayesha,,Bromley,51.40509,-0.06471,Private room,20,5,13,2019-09-16,0.32,1,0,0,
27868923,Charming apartment in the heart of Notting Hill,16866073,Christina,,Kensington and Chelsea,51.51407,-0.20612,Entire home/apt,90,3,2,2018-10-23,0.05,1,0,0,
27917121,Double room in Battersea Park,201231128,Lucas,,Wandsworth,51.47286,-0.14713,Private room,35,5,1,2018-09-23,0.03,1,0,0,
28117503,Near Colliers Wood and Wimbledon,33772560,H,,Merton,51.41463,-0.16947,Private room,30,1,2,2018-09-12,0.05,1,0,0,
28184307,Spacious room close to stanmore station.,88538776,Salman,,Harrow,51.614,-0.30487,Private room,18,1,11,2021-11-15,0.28,3,253,6,
28249085,Greater London Cozy House,213363635,Alan,,Southwark,51.48858,-0.06079,Shared room,55,1,0,,,1,0,0,
28252200,"Colorful, Vibrant Apartment in Bermondsey",213382302,Jessica,,Southwark,51.49749,-0.07224,Entire home/apt,159,3,48,2021-02-17,1.22,1,280,1,
28339674,Double room,175826159,Nader,,Waltham Forest,51.58316,-0.00133,Private room,33,2,0,,,2,342,0,
28654405,Stylish and Spacious 1 Bedroom Apartment,56024082,Barbara,,Hammersmith and Fulham,51.4668,-0.19196,Entire home/apt,103,2,1,2018-10-05,0.03,1,0,0,
28825689,Beautifully renovated 2 bedroom Notting Hill flat,37429612,Christine,,Kensington and Chelsea,51.50738,-0.19719,Entire home/apt,209,3,39,2021-11-30,1.01,1,57,9,
28832994,•MangoHausLondon• •airconditioned•garden•fire pit•,2922241,Marike,,Lewisham,51.49002,-0.04598,Entire home/apt,250,2,30,2021-11-06,0.78,1,325,10,
28838441,32nd Floor Apartment in Beautiful Tower,204281901,Samson,,Croydon,51.37999,-0.0999,Entire home/apt,205,5,2,2021-11-24,0.68,8,338,2,
29298347,Nice and well located flat in Clapham Junction,117604751,Chris,,Wandsworth,51.46133,-0.18199,Entire home/apt,80,3,3,2021-07-19,0.08,1,37,1,
29327571,Amazing Canary Wharf Apartment,165600031,Alina,,Tower Hamlets,51.50208,-0.01882,Entire home/apt,140,2,26,2020-03-03,0.69,1,0,0,
29358893,Entire house w'amazing amenities. 12min to London,96548394,Reena,,Barnet,51.55919,-0.20923,Entire home/apt,135,3,2,2019-01-01,0.06,1,0,0,
29563802,"Top floor of House- 2 rooms, 2bathrooms-Trendy E17",222577315,Evelyn,,Waltham Forest,51.58269,-0.00485,Private room,70,1,0,,,3,283,0,
29775612,"Large, Bright DOUBLE Room in Acton",224022556,Kam,,Ealing,51.51083,-0.26579,Private room,58,5,28,2021-09-29,0.75,1,90,1,
29797899,Exclusive Large and Spacious private Studio,167547142,Tony/Min,,Hounslow,51.46701,-0.40133,Private room,79,1,165,2020-07-09,4.54,1,0,0,
29853177,Bright and Stylish 2 Bedroom Flat in West London.,85634532,Issy,,Hammersmith and Fulham,51.50309,-0.22895,Entire home/apt,94,2,33,2020-02-21,0.88,1,0,0,
30007226,"Spacious home for families, close to the train",33889201,Veeve,,Wandsworth,51.45798,-0.18691,Entire home/apt,737,1,0,,,845,0,0,
30139870,Stunning 5-bed house available for New Year,73720550,Lindsay,,Lambeth,51.45686,-0.10028,Entire home/apt,390,3,1,2018-12-28,0.03,2,0,0,
30309416,"Stylish 2 Bed Apt., Clapham Junction, 9 min to Stn",227135759,Kay,,Wandsworth,51.45888,-0.1717,Entire home/apt,145,2,17,2021-08-30,0.47,1,354,7,
30335074,Heart of Camden 2 minutes from station!,163577058,Iwona,,Camden,51.5371,-0.14515,Entire home/apt,130,2,53,2021-08-07,1.45,5,203,3,
30373351,Single,41710657,Alina,,Lewisham,51.44994,0.01379,Private room,30,3,0,,,1,363,0,
30415048,Serene Surroundings - King Size 1 Bed Ensuite,227138460,Bella,,Kingston upon Thames,51.37874,-0.26221,Private room,43,2,168,2021-12-06,4.61,1,69,68,
30494938,"Bed 1 - Lovely South London home, private bathroom",74818474,Joanna,,Sutton,51.35586,-0.17171,Private room,50,2,18,2021-11-28,0.55,2,320,8,
30499561,Double in Gorgeous period flat in leaf W London,25841347,Rebecca,,Hammersmith and Fulham,51.50405,-0.25142,Private room,35,1,4,2019-02-22,0.12,1,0,0,
30521626,Double Room in Luxury 3 bed flat (301IC Room 2),28562952,Leanne,,Tower Hamlets,51.49748,-0.02019,Private room,60,4,1,2018-12-22,0.03,4,0,0,
30763013,Beautiful and Spacious 2 Bedroom Flat with Garden,35294091,Sarah & Chris,,Wandsworth,51.42772,-0.15384,Entire home/apt,80,2,5,2019-12-27,0.14,1,0,0,
30810434,Stunning Penthouse Property in Pimlico,226809093,Ursula,,Westminster,51.49191,-0.13181,Entire home/apt,359,3,2,2019-12-08,0.07,1,0,0,
30856908,Modern Apt in Heart of City with Amazing Dock View,102107245,Ayca,,Southwark,51.49418,-0.03655,Entire home/apt,75,5,0,,,2,0,0,
31084464,Warehouse conversion,30048638,Jack,,Waltham Forest,51.57523,-0.03872,Entire home/apt,89,3,0,,,2,83,0,
31087595,;,229732770,Sarah,,Hounslow,51.49307,-0.27309,Private room,45,2,9,2019-09-23,0.26,1,0,0,
31141775,Joyful Kensington Studio,226472167,Billie And Max,,Kensington and Chelsea,51.5054,-0.19351,Entire home/apt,96,1,162,2021-02-13,4.62,19,0,17,
31381512,Spacious 3 Bedroom/3 Bathroom Home with garden,28748585,Russell,,Brent,51.5448,-0.2066,Private room,208,2,4,2019-06-19,0.11,1,0,0,
31427598,Spacious Bedroom Great Location Islington London,26153735,Tatiana,,Islington,51.5467,-0.09486,Private room,40,2,2,2019-12-27,0.07,1,0,0,
31876108,COSY Scandi-Style  Double Bedroom in Islington N1,49341708,Andreas,,Islington,51.54008,-0.09951,Private room,58,2,31,2021-08-09,0.9,3,0,4,
31877614,Well located 2 Bed 1 Bath in Elephant & Castle,102385040,Anita,,Southwark,51.49589,-0.0952,Entire home/apt,153,2,29,2021-08-30,0.85,1,182,3,
31912799,Beautiful double bedroom in leafy Greenwich,207786755,Preeti,,Greenwich,51.48145,-0.02225,Private room,53,2,1,2019-03-23,0.03,1,84,0,
32002265,Commutor discounts offered,239938244,Ganb,,Newham,51.55324,0.02774,Private room,48,31,0,,,1,83,0,
32107203,Large Apartment next to Kensington Gardens,240864826,Laura,,Westminster,51.51451,-0.17917,Entire home/apt,80,1,0,,,1,0,0,
32157869,Fashionable 3BR riverside flat in Putney (Veeve),137094377,Veeve,,Wandsworth,51.4665,-0.2179,Entire home/apt,215,4,0,,,250,0,0,
32399755,"Colourful 3 Bed Mews, Ideal West London Location",14232304,Cristina,,Hammersmith and Fulham,51.50289,-0.24509,Entire home/apt,190,2,5,2019-08-19,0.17,1,0,0,
32492648,Sonder | The Arts Council | Three-Bedroom Apartment near Tate Britain,224866971,Sonder (London),,Westminster,51.49662,-0.12932,Entire home/apt,479,32,11,2021-06-28,0.33,124,243,2,
32887675,Small White Bedroom in Highbury Family Home,72438620,Nicola,,Islington,51.55803,-0.09693,Private room,27,1,182,2021-12-03,5.68,3,69,33,
33037872,Sunny apartment,9595518,Saikee,,Barking and Dagenham,51.55055,0.10908,Private room,150,5,0,,,2,362,0,
33159522,Brand New 2 BDR Apt w/Garden Views in Acton Vale,60151108,Anya,,Ealing,51.50512,-0.25383,Entire home/apt,141,2,18,2021-12-01,0.56,3,107,4,
33422240,Spacious One Bed Flat with Balcony in Mile End!,251775656,Lucy,,Tower Hamlets,51.5279,-0.04114,Entire home/apt,95,5,23,2021-11-21,0.71,1,154,1,
33695675,Central Location Beautiful Home for 6 in Bromley,29883040,Richard,,Bromley,51.39974,0.01372,Entire home/apt,89,2,5,2019-08-21,0.16,4,0,0,
33828639,WIMBLEDON TENNIS BEAUTIFUL HOME,22245469,Sophie,,Merton,51.41357,-0.22708,Entire home/apt,700,14,0,,,1,0,0,
34116421,Spacious 2BD Barons Court Garden Flat in the City,28820321,Veronica,,Hammersmith and Fulham,51.48857,-0.21151,Entire home/apt,200,2,0,,,252,0,0,
34239465,"Central - Baker Street, Regents Park, Marble Arch",136014827,Anna,,Westminster,51.5278,-0.16695,Private room,61,2,23,2020-03-14,0.73,2,0,0,
34254133,*k2- FAB FLAT IN MAIDA VALE WESTMINSTER,167345716,Martin,,Westminster,51.52355,-0.19633,Entire home/apt,142,89,13,2019-09-29,0.44,22,0,0,
34312448,"Single room + free parking, shared shower room/loo",136565571,Sally,,Kingston upon Thames,51.39537,-0.2612,Private room,27,1,39,2021-11-28,1.24,4,177,19,
34360266,2 Beds*Business/Breaks/Wkends*Parking*Tube/Airport,96276841,Julie,,Merton,51.40604,-0.20104,Private room,38,1,159,2021-12-09,5.03,3,165,54,
34538611,Luxury double room near Canary Wharf,134254579,Louis,,Tower Hamlets,51.50627,-0.0065,Private room,70,2,1,2019-05-14,0.03,1,0,0,
34668468,"Spacious king sized/twin room, private shower room",26966748,Janet,,Waltham Forest,51.56476,-0.00019,Private room,35,3,32,2021-10-03,1.05,2,0,6,
34772116,Budget Chelsea studio 8 mins tubes top location,42653212,Nell Gwynn Chelsea Accommodation,,Kensington and Chelsea,51.49352,-0.16447,Hotel room,151,3,0,,,45,312,0,
34809262,Marble Arch area: Modern Designer Home-new listing,262430104,Darby,,Westminster,51.51776,-0.17219,Entire home/apt,165,3,10,2019-10-15,0.34,1,0,0,
34853533,Bright 2 Bedrooms Architect's Flat,6309433,Noam,,Kensington and Chelsea,51.51424,-0.21702,Entire home/apt,120,5,1,2020-01-05,0.04,1,0,0,
34985476,Victorian terrace close to historic Greenwich,20006821,Jenny,,Greenwich,51.48517,0.02264,Entire home/apt,150,4,0,,,2,0,0,
35029264,2 bedroom flat,224054111,Maria,,Kingston upon Thames,51.39705,-0.30315,Entire home/apt,60,5,0,,,1,0,0,
35091103,New Flat Just 5min to Victoria Station! VBR6,65109238,Laura,,Westminster,51.49124,-0.13672,Entire home/apt,129,2,8,2019-12-01,0.29,1,67,0,
35150925,3 bedroom Victorian house in Greenwich,28130060,Marylou,,Greenwich,51.48459,0.01015,Entire home/apt,160,2,4,2020-10-09,0.17,2,0,0,
35160480,Modern 2 bed apartment with stunning garden,23338063,Dan,,Lewisham,51.47116,-0.03005,Entire home/apt,140,2,5,2019-12-27,0.17,2,0,0,
35456659,Unique Victorian Terraced House,23781427,Louise,,Kingston upon Thames,51.41559,-0.28926,Entire home/apt,210,5,2,2020-01-02,0.07,1,98,0,
35542417,*Central* Double Bedroom * Near ANGEL Tube*,192898144,Yalcin,,Islington,51.53236,-0.10055,Private room,60,1,0,,,8,0,0,
35571757,Beautiful spacious room in Sydenham near station,22522284,Janine,,Lewisham,51.42936,-0.03646,Private room,42,1,0,,,1,364,0,
